COMPONENT_LIB_ID,COMPONENT_TYPE,COMPONENT_CLASS,INSERTION_POINT,DESCRIPTION,BLANK
"plugin|org.cougaar.lib.plugin.UTILLdmXMLPlugin","plugin","org.cougaar.lib.plugin.UTILLdmXMLPlugin","Node.AgentManager.Agent.PluginManager.Plugin","GLMTrans-style LDM plugin that populates cluster with assets",
"plugin|org.cougaar.logistics.plugin.trans.base.GLMTransOneToManyExpanderPlugin","plugin","org.cougaar.logistics.plugin.trans.base.GLMTransOneToManyExpanderPlugin","Node.AgentManager.Agent.PluginManager.Plugin","Expands tasks with aggregate assets or asset groups into item assets",
"plugin|org.cougaar.logistics.plugin.trans.SeaTransportExpanderPlugin","plugin","org.cougaar.logistics.plugin.trans.SeaTransportExpanderPlugin","Node.AgentManager.Agent.PluginManager.Plugin","Breaks up incoming tasks into subtasks with sub-assets that are no bigger than the largest carrier asset",
"plugin|org.cougaar.logistics.plugin.trans.TranscomVishnuPlugin","plugin","org.cougaar.logistics.plugin.trans.TranscomVishnuPlugin","Node.AgentManager.Agent.PluginManager.Plugin","Vishnu plugin that routes tasks to either GlobalSea or GlobalAir or allocates to a null asset",
"plugin|org.cougaar.logistics.plugin.trans.SequentialGlobalAirPlugin","plugin","org.cougaar.logistics.plugin.trans.SequentialGlobalAirPlugin","Node.AgentManager.Agent.PluginManager.Plugin","Sequential backwards planning plugin that manages the air expansion",
"plugin|org.cougaar.logistics.plugin.trans.SequentialGlobalSeaPlugin","plugin","org.cougaar.logistics.plugin.trans.SequentialGlobalSeaPlugin","Node.AgentManager.Agent.PluginManager.Plugin","Sequential backwards planning plugin that manages the sea expansion",
"plugin|org.cougaar.logistics.plugin.trans.TransportExpanderPlugin","plugin","org.cougaar.logistics.plugin.trans.TransportExpanderPlugin","Node.AgentManager.Agent.PluginManager.Plugin","Expands incoming transport tasks into aggregates that are no larger than the largest asset",
"plugin|org.cougaar.logistics.plugin.trans.GroundTransportAllocatorPlugin","plugin","org.cougaar.logistics.plugin.trans.GroundTransportAllocatorPlugin","Node.AgentManager.Agent.PluginManager.Plugin","Handles allocations to truck/rail assets and to self-transportables",
"plugin|org.cougaar.logistics.plugin.trans.GenericVishnuPlugin","plugin","org.cougaar.logistics.plugin.trans.GenericVishnuPlugin","Node.AgentManager.Agent.PluginManager.Plugin","Generic Vishnu scheduler that maps cargo assets to transportation assets",
"plugin|org.cougaar.logistics.plugin.trans.TransportAllocatorPlugin","plugin","org.cougaar.logistics.plugin.trans.TransportAllocatorPlugin","Node.AgentManager.Agent.PluginManager.Plugin","Handles allocations to generic transportation assets",
"plugin|org.cougaar.logistics.plugin.trans.SeaVishnuPlugin","plugin","org.cougaar.logistics.plugin.trans.SeaVishnuPlugin","Node.AgentManager.Agent.PluginManager.Plugin","Vishnu scheduler that uses a custom translation specific to ships",
"GLMTRANS","node","org.cougaar.core.node.Node","Node","Added node",
"CBT","node","org.cougaar.core.node.Node","Node","Added node",
"SMALL_135","node","org.cougaar.core.node.Node","Node","Added node",
"SMALL_1AD","node","org.cougaar.core.node.Node","Node","Added node",
"SMALL_1AD_PART","node","org.cougaar.core.node.Node","Node","Added node",
"FULL_1AD_top","node","org.cougaar.core.node.Node","Node","Added node",
"FULL_1AD_a","node","org.cougaar.core.node.Node","Node","Added node",
"FULL_1AD_b","node","org.cougaar.core.node.Node","Node","Added node",
"FULL_1AD_c","node","org.cougaar.core.node.Node","Node","Added node",
"society|SMALL-1AD-TRANS_all","society","java.lang.Object","Society","Added society",
"society|TINY-1AD-TRANS_all","society","java.lang.Object","Society","Added society",
"recipe|##RECIPE_CLASS##","recipe","##RECIPE_CLASS##","recipe","Added recipe",
