COMPONENT_ALIB_ID,COMPONENT_NAME,COMPONENT_LIB_ID,COMPONENT_TYPE,CLONE_SET_ID,BLANK
2-3-FABN,2-3-FABN,2-3-FABN,agent,0,
23-ORDCO,23-ORDCO,23-ORDCO,agent,0,
240-SSCO,240-SSCO,240-SSCO,agent,0,
244-ENGBN-CBTHVY,244-ENGBN-CBTHVY,244-ENGBN-CBTHVY,agent,0,
2-4-FABN-MLRS,2-4-FABN-MLRS,2-4-FABN-MLRS,agent,0,
24-ORDCO,24-ORDCO,24-ORDCO,agent,0,
2-501-AVNBN,2-501-AVNBN,2-501-AVNBN,agent,0,
25-FABTRY-TGTACQ,25-FABTRY-TGTACQ,25-FABTRY-TGTACQ,agent,0,
263-FLDSVC-CO,263-FLDSVC-CO,263-FLDSVC-CO,agent,0,
2-6-INFBN,2-6-INFBN,2-6-INFBN,agent,0,
26-SSCO,26-SSCO,26-SSCO,agent,0,
2-70-ARBN,2-70-ARBN,2-70-ARBN,agent,0,
27-TCBN-MVTCTRL,27-TCBN-MVTCTRL,27-TCBN-MVTCTRL,agent,0,
286-ADA-SCCO,286-ADA-SCCO,286-ADA-SCCO,agent,0,
28-TCBN,28-TCBN,28-TCBN,agent,0,
29-SPTGP,29-SPTGP,29-SPTGP,agent,0,
2-BDE-1-AD,2-BDE-1-AD,2-BDE-1-AD,agent,0,
30-MEDBDE,30-MEDBDE,30-MEDBDE,agent,0,
3-13-FABN-155,3-13-FABN-155,3-13-FABN-155,agent,0,
316-POL-SUPPLYBN,316-POL-SUPPLYBN,316-POL-SUPPLYBN,agent,0,
317-MAINTCO,317-MAINTCO,317-MAINTCO,agent,0,
343-SUPPLYCO,343-SUPPLYCO,343-SUPPLYCO,agent,0,
372-CGO-TRANSCO,372-CGO-TRANSCO,372-CGO-TRANSCO,agent,0,
377-HVY-TRKCO,377-HVY-TRKCO,377-HVY-TRKCO,agent,0,
37-TRANSGP,37-TRANSGP,37-TRANSGP,agent,0,
3-BDE-1-AD,3-BDE-1-AD,3-BDE-1-AD,agent,0,
3-SUPCOM-HQ,3-SUPCOM-HQ,3-SUPCOM-HQ,agent,0,
40-ENGBN,40-ENGBN,40-ENGBN,agent,0,
406-SUPPLYCO,406-SUPPLYCO,406-SUPPLYCO,agent,0,
416-POL-TRKCO,416-POL-TRKCO,416-POL-TRKCO,agent,0,
41-FABDE,41-FABDE,41-FABDE,agent,0,
4-1-FABN,4-1-FABN,4-1-FABN,agent,0,
41-POL-TRKCO,41-POL-TRKCO,41-POL-TRKCO,agent,0,
4-27-FABN,4-27-FABN,4-27-FABN,agent,0,
452-ORDCO,452-ORDCO,452-ORDCO,agent,0,
47-FSB,47-FSB,47-FSB,agent,0,
485-CSB,485-CSB,485-CSB,agent,0,
501-FSB,501-FSB,501-FSB,agent,0,
501-MIBN-CEWI,501-MIBN-CEWI,501-MIBN-CEWI,agent,0,
501-MPCO,501-MPCO,501-MPCO,agent,0,
512-MAINTCO,512-MAINTCO,512-MAINTCO,agent,0,
515-POL-TRKCO,515-POL-TRKCO,515-POL-TRKCO,agent,0,
51-MAINTBN,51-MAINTBN,51-MAINTBN,agent,0,
51-MDM-TRKCO,51-MDM-TRKCO,51-MDM-TRKCO,agent,0,
529-ORDCO,529-ORDCO,529-ORDCO,agent,0,
52-ENGBN-CBTHVY,52-ENGBN-CBTHVY,52-ENGBN-CBTHVY,agent,0,
541-POL-TRKCO,541-POL-TRKCO,541-POL-TRKCO,agent,0,
561-SSBN,561-SSBN,561-SSBN,agent,0,
565-RPRPTCO,565-RPRPTCO,565-RPRPTCO,agent,0,
574-SSCO,574-SSCO,574-SSCO,agent,0,
584-MAINTCO,584-MAINTCO,584-MAINTCO,agent,0,
588-MAINTCO,588-MAINTCO,588-MAINTCO,agent,0,
592-ORDCO,592-ORDCO,592-ORDCO,agent,0,
594-MDM-TRKCO,594-MDM-TRKCO,594-MDM-TRKCO,agent,0,
596-MAINTCO,596-MAINTCO,596-MAINTCO,agent,0,
597-MAINTCO,597-MAINTCO,597-MAINTCO,agent,0,
5-CORPS,5-CORPS,5-CORPS,agent,0,
5-CORPS-ARTY,5-CORPS-ARTY,5-CORPS-ARTY,agent,0,
5-CORPS-REAR,5-CORPS-REAR,5-CORPS-REAR,agent,0,
5-MAINTCO,5-MAINTCO,5-MAINTCO,agent,0,
632-MAINTCO,632-MAINTCO,632-MAINTCO,agent,0,
66-MDM-TRKCO,66-MDM-TRKCO,66-MDM-TRKCO,agent,0,
68-MDM-TRKCO,68-MDM-TRKCO,68-MDM-TRKCO,agent,0,
69-ADABDE,69-ADABDE,69-ADABDE,agent,0,
69-CHEMCO,69-CHEMCO,69-CHEMCO,agent,0,
6-TCBN,6-TCBN,6-TCBN,agent,0,
702-EODDET,702-EODDET,702-EODDET,agent,0,
70-ENGBN,70-ENGBN,70-ENGBN,agent,0,
71-MAINTBN,71-MAINTBN,71-MAINTBN,agent,0,
71-ORDCO,71-ORDCO,71-ORDCO,agent,0,
720-EODDET,720-EODDET,720-EODDET,agent,0,
77-MAINTCO,77-MAINTCO,77-MAINTCO,agent,0,
7-CSG,7-CSG,7-CSG,agent,0,
7-TCGP-TPTDD,7-TCGP-TPTDD,7-TCGP-TPTDD,agent,0,
900-POL-SUPPLYCO,900-POL-SUPPLYCO,900-POL-SUPPLYCO,agent,0,
AVNBDE-1-AD,AVNBDE-1-AD,AVNBDE-1-AD,agent,0,
AWR-2,AWR-2,AWR-2,agent,0,
CBT,CBT,CBT,node,0,
CONUSGround,CONUSGround,CONUSGround,agent,0,
DISCOM-1-AD,DISCOM-1-AD,DISCOM-1-AD,agent,0,
DIVARTY-1-AD,DIVARTY-1-AD,DIVARTY-1-AD,agent,0,
DLAHQ,DLAHQ,DLAHQ,agent,0,
FORSCOM,FORSCOM,FORSCOM,agent,0,
FULL_1AD_a,FULL_1AD_a,FULL_1AD_a,node,0,
FULL_1AD_b,FULL_1AD_b,FULL_1AD_b,node,0,
FULL_1AD_c,FULL_1AD_c,FULL_1AD_c,node,0,
FULL_1AD_top,FULL_1AD_top,FULL_1AD_top,node,0,
GLMTRANS,GLMTRANS,GLMTRANS,node,0,
GlobalAir,GlobalAir,GlobalAir,agent,0,
GlobalSea,GlobalSea,GlobalSea,agent,0,
HNS,HNS,HNS,agent,0,
JSRCMDSE,JSRCMDSE,JSRCMDSE,agent,0,
NATO,NATO,NATO,agent,0,
NCA,NCA,NCA,agent,0,
OSC,OSC,OSC,agent,0,
PlanePacker,PlanePacker,PlanePacker,agent,0,
CONUSGround|org.cougaar.lib.plugin.UTILLdmXMLPlugin,CONUSGround|org.cougaar.lib.plugin.UTILLdmXMLPlugin,plugin|org.cougaar.lib.plugin.UTILLdmXMLPlugin,plugin,0,
GlobalAir|org.cougaar.lib.plugin.UTILLdmXMLPlugin,GlobalAir|org.cougaar.lib.plugin.UTILLdmXMLPlugin,plugin|org.cougaar.lib.plugin.UTILLdmXMLPlugin,plugin,0,
GlobalSea|org.cougaar.lib.plugin.UTILLdmXMLPlugin,GlobalSea|org.cougaar.lib.plugin.UTILLdmXMLPlugin,plugin|org.cougaar.lib.plugin.UTILLdmXMLPlugin,plugin,0,
PlanePacker|org.cougaar.lib.plugin.UTILLdmXMLPlugin,PlanePacker|org.cougaar.lib.plugin.UTILLdmXMLPlugin,plugin|org.cougaar.lib.plugin.UTILLdmXMLPlugin,plugin,0,
ShipPacker|org.cougaar.lib.plugin.UTILLdmXMLPlugin,ShipPacker|org.cougaar.lib.plugin.UTILLdmXMLPlugin,plugin|org.cougaar.lib.plugin.UTILLdmXMLPlugin,plugin,0,
TRANSCOM|org.cougaar.lib.plugin.UTILLdmXMLPlugin,TRANSCOM|org.cougaar.lib.plugin.UTILLdmXMLPlugin,plugin|org.cougaar.lib.plugin.UTILLdmXMLPlugin,plugin,0,
TheaterGround|org.cougaar.lib.plugin.UTILLdmXMLPlugin,TheaterGround|org.cougaar.lib.plugin.UTILLdmXMLPlugin,plugin|org.cougaar.lib.plugin.UTILLdmXMLPlugin,plugin,0,
52-ENGBN-CBTHVY|org.cougaar.mlm.construction.ConstructionInventoryPlugin,52-ENGBN-CBTHVY|org.cougaar.mlm.construction.ConstructionInventoryPlugin,plugin|org.cougaar.mlm.construction.ConstructionInventoryPlugin,plugin,0,
244-ENGBN-CBTHVY|org.cougaar.mlm.construction.ConstructionInventoryPlugin,244-ENGBN-CBTHVY|org.cougaar.mlm.construction.ConstructionInventoryPlugin,plugin|org.cougaar.mlm.construction.ConstructionInventoryPlugin,plugin,0,
1-AD|org.cougaar.mlm.construction.DTConstructionExpanderPlugin,1-AD|org.cougaar.mlm.construction.DTConstructionExpanderPlugin,plugin|org.cougaar.mlm.construction.DTConstructionExpanderPlugin,plugin,0,
1-35-ARBN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,1-35-ARBN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
1-6-INFBN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,1-6-INFBN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
1-AD|org.cougaar.mlm.plugin.generic.GenericTablePlugin,1-AD|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
102-POL-SUPPLYCO|org.cougaar.mlm.plugin.generic.GenericTablePlugin,102-POL-SUPPLYCO|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
106-TCBN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,106-TCBN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
110-POL-SUPPLYCO|org.cougaar.mlm.plugin.generic.GenericTablePlugin,110-POL-SUPPLYCO|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
123-MSB|org.cougaar.mlm.plugin.generic.GenericTablePlugin,123-MSB|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
16-CSG|org.cougaar.mlm.plugin.generic.GenericTablePlugin,16-CSG|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
18-MAINTBN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,18-MAINTBN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
191-ORDBN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,191-ORDBN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
2-BDE-1-AD|org.cougaar.mlm.plugin.generic.GenericTablePlugin,2-BDE-1-AD|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
21-TSC-HQ|org.cougaar.mlm.plugin.generic.GenericTablePlugin,21-TSC-HQ|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
227-SUPPLYCO|org.cougaar.mlm.plugin.generic.GenericTablePlugin,227-SUPPLYCO|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
28-TCBN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,28-TCBN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
29-SPTGP|org.cougaar.mlm.plugin.generic.GenericTablePlugin,29-SPTGP|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
3-SUPCOM-HQ|org.cougaar.mlm.plugin.generic.GenericTablePlugin,3-SUPCOM-HQ|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
343-SUPPLYCO|org.cougaar.mlm.plugin.generic.GenericTablePlugin,343-SUPPLYCO|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
37-TRANSGP|org.cougaar.mlm.plugin.generic.GenericTablePlugin,37-TRANSGP|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
47-FSB|org.cougaar.mlm.plugin.generic.GenericTablePlugin,47-FSB|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
485-CSB|org.cougaar.mlm.plugin.generic.GenericTablePlugin,485-CSB|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
51-MAINTBN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,51-MAINTBN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
565-RPRPTCO|org.cougaar.mlm.plugin.generic.GenericTablePlugin,565-RPRPTCO|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
592-ORDCO|org.cougaar.mlm.plugin.generic.GenericTablePlugin,592-ORDCO|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
6-TCBN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,6-TCBN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
7-CSG|org.cougaar.mlm.plugin.generic.GenericTablePlugin,7-CSG|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
71-MAINTBN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,71-MAINTBN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
DISCOM-1-AD|org.cougaar.mlm.plugin.generic.GenericTablePlugin,DISCOM-1-AD|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
1-27-FABN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,1-27-FABN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
125-ORDBN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,125-ORDBN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
130-ENGBDE|org.cougaar.mlm.plugin.generic.GenericTablePlugin,130-ENGBDE|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
18-PERISH-SUBPLT|org.cougaar.mlm.plugin.generic.GenericTablePlugin,18-PERISH-SUBPLT|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
181-TCBN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,181-TCBN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
240-SSCO|org.cougaar.mlm.plugin.generic.GenericTablePlugin,240-SSCO|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
26-SSCO|org.cougaar.mlm.plugin.generic.GenericTablePlugin,26-SSCO|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
316-POL-SUPPLYBN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,316-POL-SUPPLYBN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
41-FABDE|org.cougaar.mlm.plugin.generic.GenericTablePlugin,41-FABDE|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
5-CORPS-ARTY|org.cougaar.mlm.plugin.generic.GenericTablePlugin,5-CORPS-ARTY|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
574-SSCO|org.cougaar.mlm.plugin.generic.GenericTablePlugin,574-SSCO|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
597-MAINTCO|org.cougaar.mlm.plugin.generic.GenericTablePlugin,597-MAINTCO|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
900-POL-SUPPLYCO|org.cougaar.mlm.plugin.generic.GenericTablePlugin,900-POL-SUPPLYCO|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
1-1-CAVSQDN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,1-1-CAVSQDN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
1-13-ARBN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,1-13-ARBN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
1-36-INFBN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,1-36-INFBN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
1-37-ARBN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,1-37-ARBN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
1-4-ADABN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,1-4-ADABN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
1-41-INFBN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,1-41-INFBN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
1-501-AVNBN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,1-501-AVNBN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
1-94-FABN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,1-94-FABN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
1-BDE-1-AD|org.cougaar.mlm.plugin.generic.GenericTablePlugin,1-BDE-1-AD|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
109-MDM-TRKCO|org.cougaar.mlm.plugin.generic.GenericTablePlugin,109-MDM-TRKCO|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
11-AVN-RGT|org.cougaar.mlm.plugin.generic.GenericTablePlugin,11-AVN-RGT|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
12-AVNBDE|org.cougaar.mlm.plugin.generic.GenericTablePlugin,12-AVNBDE|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
125-FSB|org.cougaar.mlm.plugin.generic.GenericTablePlugin,125-FSB|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
127-DASB|org.cougaar.mlm.plugin.generic.GenericTablePlugin,127-DASB|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
141-SIGBN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,141-SIGBN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
15-PLS-TRKCO|org.cougaar.mlm.plugin.generic.GenericTablePlugin,15-PLS-TRKCO|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
16-ENGBN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,16-ENGBN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
18-MPBDE|org.cougaar.mlm.plugin.generic.GenericTablePlugin,18-MPBDE|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
19-MMC|org.cougaar.mlm.plugin.generic.GenericTablePlugin,19-MMC|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
2-3-FABN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,2-3-FABN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
2-37-ARBN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,2-37-ARBN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
2-4-FABN-MLRS|org.cougaar.mlm.plugin.generic.GenericTablePlugin,2-4-FABN-MLRS|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
2-501-AVNBN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,2-501-AVNBN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
2-6-INFBN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,2-6-INFBN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
2-70-ARBN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,2-70-ARBN|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
200-MMC|org.cougaar.mlm.plugin.generic.GenericTablePlugin,200-MMC|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
205-MIBDE|org.cougaar.mlm.plugin.generic.GenericTablePlugin,205-MIBDE|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
208-SCCO|org.cougaar.mlm.plugin.generic.GenericTablePlugin,208-SCCO|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
22-SIGBDE|org.cougaar.mlm.plugin.generic.GenericTablePlugin,22-SIGBDE|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
226-MAINTCO|org.cougaar.mlm.plugin.generic.GenericTablePlugin,226-MAINTCO|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
23-ORDCO|org.cougaar.mlm.plugin.generic.GenericTablePlugin,23-ORDCO|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin,plugin,0,
